season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,casual,home_timediff,away_timediff,home_round,away_round,season_first,home_nr,away_nr
2016,1,2016-06-11,Bosnia & Herzegovina,Belarus,22,22,264,0,0,39,4,5,22,0,7,5
2016,1,2016-06-11,Ukraine,Russia,28,30,265,0,0,1,1,6,22,0,57,46
2016,2,2016-06-11,Slovakia,Switzerland,19,27,266,1,1,1,1,11,17,0,49,53
2016,1,2016-06-12,Italy,Great Britain,37,26,267,0,0,69,66,4,3,0,30,22
2016,2,2016-06-12,Slovakia,Switzerland,29,25,268,1,1,1,1,12,18,0,49,53
2016,1,2016-06-13,Slovenia,Latvia,37,20,269,0,0,3,3,20,7,0,50,34
2016,1,2016-06-13,Spain,Finland,39,16,270,0,0,3,3,23,7,0,51,18
2016,1,2016-06-13,Hungary,Ukraine,32,28,271,0,0,3,2,20,7,0,25,57
2016,1,2016-06-13,France,Switzerland,31,23,272,0,0,3,1,15,19,0,19,53
2016,1,2016-06-14,Denmark,Bosnia & Herzegovina,26,25,273,0,0,4,3,20,6,0,14,7
2016,1,2016-06-14,Iceland,Montenegro,34,22,274,0,0,4,4,18,15,0,26,38
2016,1,2016-06-14,Serbia,Israel,32,23,275,0,0,4,4,19,7,0,48,29
2016,1,2016-06-14,Norway,Netherlands,38,24,276,0,0,4,4,24,10,0,41,39
2016,1,2016-06-14,North Macedonia,Czech Republic,32,28,277,0,0,4,4,21,12,0,40,13
2016,1,2016-06-14,Croatia,Turkey,40,26,278,0,0,4,4,21,4,0,11,55
2016,1,2016-06-14,Sweden,Slovakia,27,22,279,0,0,4,2,26,13,0,52,49
2016,1,2016-06-14,Germany,Austria,31,29,280,0,0,4,4,28,12,0,21,3
2016,1,2016-06-14,Belarus,Lithuania,31,24,281,0,0,3,4,23,6,0,5,35
2016,1,2016-06-14,Russia,Portugal,35,33,282,0,0,3,4,23,12,0,46,43
2016,1,2016-06-15,Greece,Italy,29,27,283,0,0,69,3,7,5,0,23,30
2016,1,2016-06-16,Estonia,Belgium,32,23,284,0,0,73,7,4,1,0,16,6
2016,2,2016-07-13,Germany,Tunisia,38,32,285,1,1,29,94,29,13,0,21,54
2016,2,2016-07-14,Croatia,Sweden,26,24,286,1,1,30,30,22,27,0,11,52
2016,2,2016-07-16,Croatia,Sweden,25,25,287,1,1,2,2,23,28,0,11,52
2016,2,2016-07-16,Denmark,Brazil,26,26,288,1,1,32,100,21,12,0,14,8
2016,2,2016-07-16,Slovenia,Tunisia,33,25,289,1,1,33,3,21,14,0,50,54
2016,2,2016-07-17,Slovenia,Tunisia,39,24,290,1,1,1,1,22,15,0,50,54
2016,2,2016-07-22,Germany,Denmark,19,25,291,1,1,9,6,30,22,0,21,14
2016,2,2016-07-22,France,Egypt,30,26,292,1,1,39,100,16,7,0,19,15
2016,2,2016-07-22,Slovenia,Croatia,27,25,293,1,1,5,6,23,24,0,50,11
